Title,Location,Summary,Organization 1,Organization Title 1,Organization Start 1,Organization End 1,Organization Description 1,Organization Location 1,Organization LI URL 1,Organization LI ID 1,Organization 2,Organization Title 2,Organization Start 2,Organization End 2,Organization Description 2,Organization Location 2,Organization LI URL 2,Organization LI ID 2,Organization 3,Organization Title 3,Organization Start 3,Organization End 3,Organization Description 3,Organization Location 3,Organization LI URL 3,Organization LI ID 3,Organization 4,Organization Title 4,Organization Start 4,Organization End 4,Organization Description 4,Organization Location 4,Organization LI URL 4,Organization LI ID 4,Organization 5,Organization Title 5,Organization Start 5,Organization End 5,Organization Description 5,Organization Location 5,Organization LI URL 5,Organization LI ID 5,Organization 6,Organization Title 6,Organization Start 6,Organization End 6,Organization Description 6,Organization Location 6,Organization LI URL 6,Organization LI ID 6,Organization 7,Organization Title 7,Organization Start 7,Organization End 7,Organization Description 7,Organization Location 7,Organization LI URL 7,Organization LI ID 7,Education 1,Education Degree 1,Education FOS 1,Education Start 1,Education End 1,Education Description 1,Education 2,Education Degree 2,Education FOS 2,Education Start 2,Education End 2,Education Description 2,Education 3,Education Degree 3,Education FOS 3,Education Start 3,Education End 3,Education Description 3,Skills,Followers,Relationship,Industry,Mutual Count,Mutual,Mutual 1,Mutual 2,Interests,School_School of Accountancy,School_School of Economics,Year_Year 1,Year_Year 2,Participation in art activities,Previous Arts CCA_Performance,Number of internships,Length of intern,Career oriented
Penultimate Undergraduate Student | Singapore Management University | Information Systems,Singapore,"An avid reader, learner, and problem-solver. Currently, learning and growing at Singapore Management University. Thankful for the internet. Technical proficiencies include:  Programming languages: Java, Python, PHP, HTML, JavaScript, C++  Methodologies: Object-Oriented Programming, Test-driven Development Tools: Git, Maven, JUnit, TestNg, Jenkins, PowerMock, EasyMock, IntelliJ IDE, Numpy, Pandas Server: Apache, NodeJS Database: MySQL And always keen to learn more...   Hey, if we met before, or will be meeting in the future, let's connect!",Singapore Management University,Teaching Assistant - Computational Thinking,Aug-19,Nov-19,My main role is to assist students in understanding fundamental data structures and algorithms during class and consultation sessions. I am also involved in various administrative duties to ensure a smooth class.,Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,Singapore Management University,Teaching Assistant - Introduction to Machine Learning,Aug-19,Nov-19,,Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,PayPal,Software Engineering Intern,May-19,Aug-19,"I was fortunate enough to intern at Singapore Development Centre, Global Compliance and Customer Verification Process Department where I was given interesting projects to work on:  • Researched, designed, and implemented a Java library on Conflict-free Replicated Data Types, assisting the organisation's push towards full active-active redundancy • Migrated code from legacy applications, configuring and integrating its functions onto newer applications. • Deprecated unused code and conducted functional testing on applications.  These projects gave me a first-hand experience of the various roles for a Software Engineer as well as an opportunity to work in a collaborative environment. Most importantly, the internship helped me to increase my proficiency in Java and its various tools and libraries. see less",Singapore,https://www.linkedin.com/company/paypal,paypal,Singapore Management University,Teaching Assistant - Web Application Development,Jan-19,May-19,"My main role is to assist students in understanding web technologies, mainly HTML and PHP, during class and mostly comprise of debugging code on the spot during class and then explain the error stack trace, how the error came about, and what to do in the future.",Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,Singapore Management University,Teaching Assistant - Introduction to Programming,Aug-18,May-19,"My main role is to assist students in understanding programming concepts, through the use of Python, during class and consultation sessions. Asides from debugging their code during classes, I also have to review their coding homework and give the students feedback on how to improve their coding. When students are facing a mental block on solving a question, I give out hints to encourage them to keep on thinking. see less",Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,,,,,,,,,,,,,,,,,Singapore Management University,Bachelor's degree,Information Systems,2017,2021,,,,,,,,,,,,,,"""""",,2,Information Services,8,"Ming Shan Hee, Ambrose Tan",Ming Hee,Ambrose Tan,PayPal; Singapore Management University,0,0,0,0,0,0,0.214285714,0.140625,0.354910714
"Project Intern, McKinsey-ESG Scale-up Programme",Singapore,"Driven to excel in management consultancy for entrepreneurs and SMEs, and am actively expanding my interest in finance and investment. I strongly believe that hard work bears fruits and diligence is key to success.",McKinsey & Company,"Project Intern, McKinsey-ESG Scale-up Programme",Feb-20,Mar-20,,Singapore,https://www.linkedin.com/company/mckinsey,mckinsey,Bridges for Enterprise,Consulting Director,Jan-20,PRESENT,,Singapore,https://www.linkedin.com/company/bridges-for-enterprise,bridges-for-enterprise,Bridges for Enterprise,Lead Consulting Analyst,Sep-19,Jan-20,#NAME?,Zambia,https://www.linkedin.com/company/bridges-for-enterprise,bridges-for-enterprise,SMU Cognitare,Case Team,Sep-17,PRESENT,"- Represents SMU at various international case competitions where the team performs rigorous analysis of company’s fundamentals, generate business strategies and backed with financial projections that are presented to C-Suite Executives",Singapore,https://www.linkedin.com/company/smu-cognitare,smu-cognitare,SMU Eurhythmix,Member,Aug-17,PRESENT,,,https://www.linkedin.com/company/smu-emix,smu-emix,EY-Parthenon,"TAS, Strategy Winter Intern",Dec-19,Jan-20,,Singapore,https://www.linkedin.com/company/ey-parthenon,ey-parthenon,Auric Pacific Group,Investments / M&A Summer Analyst,May-19,Aug-19,#NAME?,Singapore,https://www.linkedin.com/company/auric-pacific-marketing,auric-pacific-marketing,Singapore Management University,Bachelor of Accountancy & Business Management,,2017,2021,"- Global Impact Scholarship Award - Deloitte Meritorious Award, Dean's List for all applicable years - Champions at the 2019 CFA Equity Research Challenge, Singapore. Subsequently represented Singapore at the regional round in Sydney, Australia. - Divisional Runners-up at the 2019 HSBC-HKU Asia Pacific Case Competition (Hong Kong) - 2nd Runners-up at the 2018 BOC-NUS Case Competition (Singapore)",Hwa Chong Junior College,6 GCE A'levels Distinction,BCME,2015,2016,#NAME?,,,,,,,"""Business Case : 7, Microsoft PowerPoint : 6, Microsoft Office : 5, Management Consulting : 4, Strategy : 3, Strategic Planning : 2, Research : 2, Finance : 2, Microsoft Excel : 2, """,482,2,Management Consulting,15,"Myron Hoh, Tanushree Talwaar",Myron Hoh,Tanushree Talwaar,Unilever; JPMorgan Chase & Co.; HSBC; Melinda Gates; Microsoft; J.P. Morgan,1,0,0,0,0,0,0.428571429,0.5625,0.991071429
Penultimate student at Singapore Management University majoring in business analytics and financial technology,Singapore,"Hailing from the School of Information System in SMU, I specialise in Financial Technology with a second major in Business Analytics. I am keen on anything that requires technical and creative skills.  Being highly self-motivated, I have enrolled myself in multiple external workshops including Kubernetes and Dockers. On my own time, I have picked up Java and basic cryptography skills.  Keen on exploring any opportunities be it volunteering or working opportunities; so please leave me a message.",Singapore Management University,Teaching Assistant,Aug-19,Dec-19,Teaching Assistant for Business Process Analysis and Solutioning,Central Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,Ayannah,Product Management Intern,May-19,Aug-19,"Led 4 major projects in Ayannah under the Kaya Credit Product. • Onboarding of CIMB bank as a business partner for Kaya Credit to provide loans to over 50,000 Kaya Credit users (as of August 2019) • Created a separate loans product for BPOI (a payroll company) to provide Salary loans to over 200,000 employees • Onboarding of Country Builder Bank and creation of a new product - Home Loans, to provide financial help to over 50,000 users (as of August 2019) • Partnership with Bayad Centre, the Philippines' largest bills payment centre, with over 12,000 branches in the Philippines, in an effort to provide financial help to the unbanked and unconnected Filipinos  Other projects I led: Led the Philippine adoption of a financial literacy online portal developed in Singapore - WealthUp: • Validate user journey of Wealth Up with the local market and revise website workflow as needed • Translate new features to user stories to serve as guidelines for the development team • Design UI/UX of the updated workflow and generate high-fidelity prototype of the new features  Led the creation of Kaya Credit Blog, as a form of user engagement • Written articles for the site • Approved any articles to be posted on the site  Additionally, I have done the following: Assist in the product management of the Kaya Credit, an online loans marketplace in PH and ID: • Facilitate daily Scrum meetings together with the Scrum Master • Assist in maintaining a detailed product backlog with feature breakdown, well-defined user stories and estimates of the development team  Research and evaluate market trends with respect to assigned product and services to identify specific opportunities for the company: • Gain a deep understanding of customer experience, identify and fill product gaps, and generate new ideas that grow market share, improve customer experience, and drive growth see less","Manila, the Philippines",https://www.linkedin.com/company/ayannah-information-systems-inc.,ayannah-information-systems-inc.,CNBC,News Assistant Intern,Apr-15,Oct-15,Worked with Street Signs and Squawk Box(Hong Kong based) production team to produce news segments • Collaborated with news anchor and guest bookers globally to run an international show • Provided great assistance to the team and senior producers by constantly going beyond my job scope • Delivered an entire news segment as a News Assistant due to high reliability and great work ethics • Offered a position upon completion of internship due to outstanding work discipline and commitment in NBC • Offered an intern position in any department in NBC during university years due to high self-motivation and possessing a great positive attitude • Was given a rating of 76/80 (equivalent to A)by then Supervising Producer Roshan Vaswani see less,Singapore,https://www.linkedin.com/company/cnbc,cnbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore Management University,Bachelor of Information System,Information Technology,2017,2020,"Leadership Position:- Tech Executive in Ellipsis (Student body of School of Information System)- Human Resource Director in Project Rainbow V (Overseas Community Service Project)- External Public Relations Director in Whitehats SocietyAcademic:- Candidate for SMU-XO Study Mission Trip 2019- Candidate for Global Innovation Immersion Programme 2019- Wilmar Scholar- Facebook’s Above & Beyond Computer Science (ABCS) workshop This workshop is an intensive 10-week project-based Computer Science curriculum designed by engineers from Facebook; topics include Time Complexity (Big-O Notation), other data structures and algorithms.","School of Film & Media Studies, Ngee Ann Polytechnic",Mass Communication,Mass Communication/Media Studies,2013,2016,"Specialised in: Photo Journalism, Print Journalism and Creative Writing with a Diploma plus in FrenchThe following modules were completed during my time in Ngee Ann Polytechnic, Mass Communications:Year 1 - Radio Production 1 (ProTools)Digital Media Fundamentals (Adobe Dreamweaver)Graphic Communication (Adobe Illustrator)Digital Photography (Adobe Photoshop)Principles of Marketing CommunicationMedia WritingVideo ProductionMedia in SocietySocial PsychologyUnderstanding Contemporary IssuesSpeech CommunicationYear 2 - Radio Production 2 (ProTools)Digital Media Design (Adobe Dreamweaver)Media Research MethodsNews WritingAdvertisingPublic RelationsTV ProductionMedia Business ManagementYear 3 - Print Journalism (written for Hype Magazine and NPTribute)Creative WritingPhoto JournalismMedia LawMass Media in Singapore & Asia",,,,,,,"""Adobe Photoshop : 5, PHP : 3, PYTHON : 3, Online Journalism : 2, Photography : 2, web design : 2, Project Management : 2, Social Media : 1, Creative Writing : 1, ui/ux : 1, Marketing : 1, Writing : 1, Blogging : 1, Problem Management : 0, Microsoft Excel : 2, Microsoft Word : 2, Photoshop : 2, InDesign : 2, Python (Programming Language) : 2, Microsoft Office : 1, Microsoft PowerPoint : 1, MySQL : 1, Katalon Studio : 0, Leadership : 1, Management : 1, Teamwork : 1, Problem Solving : 0, Creative Problem Solving : 0, Collaborative Problem Solving : 0, FinTech : 2, Digital Journalism : 1, Algorithm Design : 1, Root Cause Problem Solving : 0, Analytic Problem Solving : 0, TIBCO BusinessWorks : 0, TIBCO : 0, Computational thinking : 1, """,,2,Information Technology & Services,14,"Xavier Lur, Zefang Tang",Xavier Lur,Zefang Tang,Google; The Walt Disney Company; SGInnovate; Singapore Management University; Discovery Inc; GovTech Singapore,0,0,0,0,0,0,0.428571429,0.421875,0.850446429
Aspiring Software Developer | Penultimate Year,Singapore,"Hungry to make an impact in the tech-world and am a firm believer of a collaborative, fast-paced work culture.  Well-versed in in a wide array of programming languages, including but not limited to Python, PHP, Java, HTML, CSS, Javascript and MySQL. My technical skillets involve Big Data Manipulation and Analytics, Data Mining and Basic Software Development.  In my previous professional experiences, I have been engaged in areas such as programming, consulting, business development, marketing and design.  Always interested to make new connections and understand new perspectives.",Singapore Management University,Teaching Assistant (Software Project Management and Python Programming),Aug-19,Dec-19,• Helped SMU students in the Software Project Management module by planning and holding introductory workshops on basic software design patterns and object oriented programming.  • Assisted working adults to better grasp programming concepts during SMU Academy's Introduction to Python Programming and Machine Learning courses.,Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,Shopee,Data Analyst Intern (Regional Business Development),May-19,Aug-19,• Programmed scripts to automate data pipeline processes and insight generation for Inventory Management and Supplier Performance Projects. These projects significantly reduced cost of inventory mismanagement and enhanced working capital.  • Designed and implemented automated data quality checks across Shopee’s databases which helped eliminate data discrepancies from 50% to 0%.  • Developed an initiative to clean Shopee's database of brands which helped to streamline the procurement lifecycle by increasing sales forecasting accuracy. see less,Singapore,https://www.linkedin.com/company/shopee,shopee,ZENCOMPUTES PTE. LTD,Technology Consultant Intern,May-17,Jul-17,"• Performed requirements gathering on clients and identified current business challenges that clients were facing. Then, researched on potential IT infrastructure solutions which can help clients increase business process efficiency and reduce overhead costs.  • Co-ordinated meetings with clients and directly pitched research solutions to them regarding contracts worth as much as $80,000 in revenue to the company.  • Redesigned the ZenComputes website to improve UI/UX with the intention to attract more clients, measurably improving online customer retention rates.  • Practiced the Agile Methodology throughout projects to ensure that clients’ existing and potentially new requirements are met, thereby increasing customer satisfaction levels with the project. see less",Singapore,https://www.linkedin.com/company/zencomputes,zencomputes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore Management University,Bachelor of Science - BS,Information Systems,2017,2021,"• Dean's List AY 17/18 & AY 18/19• Active in Hackathons (First place in Jp Morgan Chase Day 2019, Top 5 in CodeIT Suisse 2019, Participated in CDDC 2017 and CodeIT Suisse 2018)• SMU Ultimate Frisbee: Two-time representative for the Singapore University Games (SUNIG) and took up leadership positions during competitions.• Volunteered in an Overseas Community Involvement Program and a Local Community Service Program (Homework Club)",University of Southern California - Marshall School of Business,,Business,2020,PRESENT,,,,,,,,"""Programming : 5, Python (Programming Language) : 0, Technology Consulting : 4, Project Management : 2, Consulting : 1, Microsoft Excel : 2, Microsoft Office : 1, Java : 1, SQL : 1, Cascading Style Sheets (CSS) : 1, PHP : 1, Leadership : 2, """,,2,Internet,20,"Kelvin Chia, Wen Xiang Tang",Kelvin Chia,Wen Tang,IBM; J.P. Morgan; JPMorgan Chase & Co.; Oracle; Microsoft; Deloitte,0,0,0,0,0,0,0.428571429,0.234375,0.662946429
Developer Student Club Lead at Google,Singapore,"Striving for the better good of society, I have been involved with SMU SIS's owned community serve, ""HeartCode"". Mentoring at-risk students to tackle social problems faced by the special needs community in Singapore. Currently, the VP of SMU SIS .Hack, which provides entry level programming class to local community centre where working adults are encouraged to attend as we shift into the digital economy.  Aspiring entrepreneur at heart (chosen entrepreneurship as my electives in Singapore Polytechnic) and the IDA gold medalist in Singapore Polytechnic with a cGPA of 3.96. I was also awarded the Certificate of Commendation (Top 10% within the cohort) for all of my years in Singapore Polytechnic and was enrolled in the Enhanced Learning in Information Technology (ELITe) Programme, a prestigious IT talent development programme administered by the Infocomm Development Authority of Singapore (IDA)    Besides academic results, I have been to many IT national competitions to expand my experience within the IT industry and as an entrepreneur. Such competitions are SAFE awards where my team was able to obtain the Merit Award and the SiTF award 2015 where I was the finalist for the Best Innovative ICM Student Project (Tertiary). Being self-motivated and resourceful, I had also attended Hackathons hosted by Up Singapore where I had to work with developers from around Singapore to construct innovative web and mobile application to solve problems faced by people.  I have been able to showcase my work to the public during my graduation show where I was featured in Channel NewsAsia, Today Online, The Straits Times and Yahoo News SG.",Google,Developer Student Club Lead,Jul-19,Mar-20,• Network with professionals from Google and aspiring developers from ASEAN schools • Gain access to Google developer resources • Implement solutions to taken local problems through collaboration among DSC Leads in a peer-to-peer learning environment.,Singapore,https://www.linkedin.com/company/google,google,SMU .Hack,Vice President,Jul-19,PRESENT,,Singapore,https://www.linkedin.com/company/smuhack,smuhack,SMU .Hack,Member - External,Aug-18,Jul-19,,Singapore,https://www.linkedin.com/company/smuhack,smuhack,GovTech Singapore,Software Engineer,Dec-19,Jan-20,• Integrated 2 scalable plugins on current established cloud framework for handling video streaming and object detection while maintaining the present modular code structure. • Deployed proprietary software suite onto new hardware used by Smart Nation Programme.,Singapore,https://www.linkedin.com/company/govtech-singapore,govtech-singapore,Singapore Management University,Teaching Assistant - IS111 Introduction to Programming (Python),Aug-19,Dec-19,,Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,Singapore Management University,Teaching Assistant - IS211 Interaction Design and Prototyping,Aug-19,Dec-19,,Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,Shopee,Technical Project Management,May-19,Aug-19,• Overseen more than 30 software and quality assurance engineers through numerous projects to ensure successful outcomes while overcoming obstacles. • Redesigned manual management processes using automation through Python scripts that combine different software like Jira and Confluence which increased efficiency among various departments. • Eliminated mundane tasks through establishing daily Cron Jobs within the Project Team. see less,Singapore,https://www.linkedin.com/company/shopee,shopee,Singapore Management University,Bachelor of Science - BS,Information Technology,2018,2022,,Singapore Polytechnic,Diploma in Business Information Technology,Information Technology,2013,2016,"Diploma in Business Information Technology provides a strong foundation in the areas of Business Analytics, Web and Mobile Apps Development, Social Media Marketing and Technology Entrepreneurship to create business success.",Outram Secondary School,"'O' Levels, O Levels",,2009,2012,,"""Java : 12, HTML 5 : 9, CSS : 8, Information Technology : 5, Software Development : 6, Mobile Applications : 1, Web Development : 1, SQL : 6, PHP : 7, PhpMyAdmin : 3, Photoshop : 4, Illustrator : 3, Microsoft Office : 7, Microsoft Excel : 6, JavaScript : 8, Cascading Style Sheets (CSS) : 4, Python (Programming Language) : 2, Telegram (Software) : 1, Adobe Illustrator : 0, Adobe Photoshop : 0, HTML : 1, HTML5 : 2, IT Business Strategy : 6, """,669,2,Internet,13,"Rayner Tay, KELLY DUONG",Rayner Tay,Kelly Duong,Facebook; LinkedIn; Singapore Polytechnic; SMU TSM 2020; Gary Vaynerchuk; Accenture,0,0,0,1,0,0,0,0,0
Information Systems | Information Security & Assurance | OSCP,Singapore,"Final year Information Systems undergraduate with a keen interest in the intersection of technology, cybersecurity and management. Proven ability in project management and application development. Possess strong analytical skills and am a good team player.",Cyber Security Agency of Singapore (CSA),Intern,May-19,Aug-19,"Interned at the Cyber Security Engineering Centre, assessing technologies by studying their cybersecurity implications. • Review system architecture and understand the use case of the system • Review the design of systems against their typical weaknesses and propose test cases to verify its resiliency • Explore penetration testing tools to aid in cybersecurity assurance efforts",Singapore,https://www.linkedin.com/company/cyber-security-agency-of-singapore-csa-,cyber-security-agency-of-singapore-csa-,Singapore Management University,Teaching Assistant,Aug-17,Apr-19,Part of the teaching team for the following modules: 1) Introduction to Programming (Aug 2017 - Nov 2017) 2) Web Application Development (Jan 2018 - Apr 2018) 3) Computational Thinking (Jan 2018 - Nov 2018) 4) Foundation of Cybersecurity (Jan 2019 - Apr 2019) see less,Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,Cyber Security Agency of Singapore (CSA),Intern,May-18,Jul-18,Interned at the National Cyber Threat Monitoring Centre to aid in the discovery of new cyber threats and protect the nation’s critical infrastructure. • Explore methodologies to enhance threat detection through data analysis • Evaluate platforms for adoption to facilitate data analysis,Singapore,https://www.linkedin.com/company/cyber-security-agency-of-singapore-csa-,cyber-security-agency-of-singapore-csa-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore Management University,Bachelor of Science - BS,Major in Information Systems & Advanced Business Technology (Information Security & Assurance Track),2016,2020,"Awarded the National Infocomm ScholarshipDean’s List for AY1617, AY1718, AY1819Overseas exposure include study trips and exchange to China, Indonesia, South Korea and Switzerland",Dunman High School,GCE 'A' Levels,Science,2008,2013,,,,,,,,"""Java : 14, Python : 10, Leadership : 9, Programming : 12, MySQL : 8, JavaScript : 7, HTML 5 : 7, HTML : 6, React Native : 1, C++ : 0, Tableau : 0, """,,2,Computer & Network Security,14,"Eugene Yuen, Ambrose Tan",Eugene Yuen,Ambrose Tan,The Cyber Security Hub™; (ISC)²; Singapore Management University; SG:D Scholarship; FOSSASIA; Dunman High Alumni,0,0,0,0,0,0,0.428571429,0.234375,0.662946429
APJ Digital Transformation - Strategy Intern at SAP,Singapore,"Keen interest in finding new ways to ensure successful execution of business sales strategies using innovative technology and software solutions.  Also passionate about enacting social change, in areas of poverty and inequality by pluralising the ways in which we assess meritocracy. I spearhead community projects with various social enterprises and passionate individuals focusing on the development of academic and non-academic programmes for underprivileged children. Have a look at our website to find out more about what we do (and have done).",SAP,APJ Digital Transformation - Strategy Intern,Jan-20,Mar-20,Sales •Execute key sales strategies from business objectives •Scaling partner eco-systems at market levels through enablement and change management initiatives across Asia Pacific and Japan,,https://www.linkedin.com/company/sap,sap,Fonterra,Global Sales Strategy Intern,Jul-19,Dec-19,Revenue Growth Management •Captured & analysed insights for business growth opportunities in markets •Worked across econometrics/commercial/brand teams to conduct post promotion analysis and come up with recommendations,,https://www.linkedin.com/company/fonterra,fonterra,Foo Kon Tan,Assurance Intern,May-19,Jul-19,Audit and Assurance,,https://www.linkedin.com/company/foo-kon-tan,foo-kon-tan,MobileLearners,Business Development,Apr-18,Apr-19,Business Development •Developed and executed strategies aimed at optimizing market penetration and product development within the Singapore market,,https://www.linkedin.com/search/results/all/?keywords=MobileLearners,,Singapore Management University,Student Assistant,Mar-17,Apr-17,,,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,,,,,,,,,,,,,,,,,Singapore Management University,Bachelor of Accountancy,Accounting,2017,2021,,,,,,,,,,,,,,"""Microsoft Excel : 4, Project Management : 2, Presentations : 4, Social Media : 2, Data Analysis : 1, Data Visualization : 1, Financial Accounting : 0, Microsoft Word : 3, Microsoft Office : 4, SAP ERP : 0, Tableau : 0, Teamwork : 4, Leadership : 1, Sales Strategy : 1, SAP HANA : 0, Performance Dashboards : 0, """,487,2,Computer Software,11,"Riley Ang, Joshua Kajengo",Riley Ang,Joshua Kajengo,Cisco; Mickey Mikitani; Microsoft; Cognizant; Bill Gates; Google,1,0,0,0,0,0,0.642857143,0.421875,1.064732143
Research Assistant at Singapore Management University,Singapore,"Past Hackathon Experiences Citi Hackathon 2019 - Best Application Award Cyber Defenders Discovery Camp 2019 - Bronze Award Bits & Bolts IoT Hackathon 2019 - 2nd Runner Up  HackoMania 2019- 2nd Runner Up (Rakuten API) LIT Hackathon 2019- 1st Runner Up and Special Recognition HackSmith v2.0 - Received the Honorary Tool  Past Bootcamp Experiences Global Cybersecurity Camp 2018 in Seoul  ICE71 INSPIRE Camp (Cybersecurity Entrepreneurship Camp)   With a burning passion for cybersecurity, analytics and threat intelligence, I constantly push my boundaries to pick up new knowledge and skills through my own studies, internships and hackathons to super-boost my learning curve and better prepare myself for the industry as I strongly believe that there is power in grit and a special place for those who love proving the world wrong.",Singapore Management University,Research Assistant,Jan-20,Mar-20,,Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,Singapore Management University,Teaching Assistant,Aug-19,Dec-19,ISFS603 Corporate Banking and Blockchain • Performed guidance and clarification to a masters’ module • Collaborated on testing and enhancement of lab practices and tests,Singapore,https://www.linkedin.com/company/singapore-management-university,singapore-management-university,Monetary Authority of Singapore (MAS),"Technology & Cyber Risk Supervision Department - Division II, Intern",Dec-19,Jan-20,"• Set up Cuckoo Sandbox, Ghidra for Malware Analysis • Cyber Mapping network visualisation in Python • Set up Relational Database in Microsoft Access for Asset Management",Singapore,https://www.linkedin.com/company/mas,mas,Monetary Authority of Singapore (MAS),"Technology & Cyber Risk Supervision Department - Division II, Intern",Jul-19,Aug-19,• Performed cyber threat research analysis and lab work on proof of concepts • Integrated cyber threat intel sources to a threat intelligence platform • Cyber Mapping network visualisation in Python,Singapore,https://www.linkedin.com/company/mas,mas,KPMG Singapore,"Forensic (F-Technology), Intern",May-19,Jul-19,"• Designed virtual machine images for blue teaming training purposes with Squid Proxy, Syslog, Apache2, Mutillidae (SQL Injection), Zeek IDS with configured mangle table, piped into ELK Stack for Log Analysis • Experimented with Powershell Empire on Kali Linux with BloodHound • Developed Internal Tool, Forensic Artefact Collection for Linux distributions • Conducted market and technical research on Remote Forensic Tools and Hypervisors • Developed Twitter IOC Scrapper in Python see less",Singapore,https://www.linkedin.com/company/kpmg-singapore,kpmg-singapore,Hackwagon Academy,Teaching Assistant,May-18,Jan-19,DS102 Data Analysis with Python • Conducted supplementary classes for programming related queries for in-class lab practices,Singapore,https://www.linkedin.com/company/hackwagon,hackwagon,InsiderSecurity,Research Internship,Apr-18,Jun-18,• Generated insights into cyber security threats with web shells through log analysis and network analysis with Wireshark,Singapore,https://www.linkedin.com/company/insider-security,insider-security,Singapore Management University,Information Systems,"Information Systems, Major in Software Development",2018,2022,,Meridian Junior College,A Levels,,2014,2015,,Tanjong Katong Secondary School,O Levels,,2009,2013,,"""Python : 16, Microsoft Office : 9, Management : 6, Data Analysis : 5, Project Management : 4, Research : 2, Microsoft Excel : 2, Leadership : 5, Security Incident Response : 1, """,,2,Banking,20,"Zefang Tang, Ambrose Tan",Zefang Tang,Ambrose Tan,Amazon; Google; Microsoft; KPMG Singapore Alumni and Current Professionals; Monetary Authority of Singapore (MAS); DBS Bank,0,0,0,1,0,0,0.857142857,0.75,1.607142857
